Packets Sent,Packets Received,PDR (%),Avg Delay (ms),Total Energy Used (J),Collisions,Active Nodes,Total Nodes,Avg SF,Avg BW (kHz),Indoor Detections,Parameter Adaptations
300,249,83,153803.1,2.62,0,10,10,10,187.5,0,300
