Packets Sent,Packets Received,PDR (%),Avg Delay (ms),Total Energy Used (J),Collisions,Active Nodes,Total Nodes,Avg SF,Avg BW (kHz),Indoor Detections,Parameter Adaptations
300,225,75,176753.8,2.73,0,10,10,10.7,137.5,0,300
