Packets Sent,Packets Received,PDR (%),Avg Delay (ms),Total Energy Used (J),Collisions,Active Nodes,Total Nodes,Avg SF,Avg BW (kHz),Indoor Detections,Parameter Adaptations
300,114,38,16640,2.39,0,10,10,7,125,0,0
