Packets Sent,Packets Received,PDR (%),Avg Delay (ms),Total Energy Used (J),Collisions,Active Nodes,Total Nodes,Avg SF,Avg BW (kHz),Indoor Detections,Parameter Adaptations
300,162,54.0,16640.0,0.97,0,10,10,7.0,125.0,3,0
