Packets Sent,Packets Received,PDR (%),Avg Delay (ms),Total Energy Used (J),Collisions,Active Nodes,Total Nodes,Avg SF,Avg BW (kHz),Indoor Detections,Parameter Adaptations
300,187,62.33,5116.6,1.09,0,10,10,7.0,325.0,3,300
